name,numel,mean,std,min,max
image_encoder.trunk.blocks.3.attn.qkv.weight,150528,4.168355371803045e-05,0.039126209914684296,-0.2725926637649536,0.30283841490745544
image_encoder.trunk.blocks.3.attn.qkv.bias,672,0.0026412485167384148,0.16085967421531677,-0.8441175222396851,1.0259946584701538
image_encoder.trunk.blocks.3.attn.proj.weight,50176,0.00017305016808677465,0.028061790391802788,-0.13607843220233917,0.13585291802883148
image_encoder.trunk.blocks.3.attn.proj.bias,224,-0.07857545465230942,0.15438160300254822,-0.444816917181015,0.48652055859565735
image_encoder.trunk.blocks.3.norm2.weight,224,1.3423398733139038,0.23771928250789642,0.057342272251844406,1.7749829292297363
image_encoder.trunk.blocks.3.norm2.bias,224,0.03910209611058235,0.24432845413684845,-0.6761061549186707,1.0808428525924683
image_encoder.trunk.blocks.3.mlp.layers.0.weight,200704,-0.0014748487155884504,0.032386794686317444,-0.3636220097541809,0.35429713129997253
image_encoder.trunk.blocks.3.mlp.layers.0.bias,896,-0.3557506501674652,0.16367082297801971,-1.1157801151275635,0.07545086741447449
image_encoder.trunk.blocks.3.mlp.layers.1.weight,200704,-0.0005214475677348673,0.030196992680430412,-0.49551740288734436,0.5139811635017395
image_encoder.trunk.blocks.3.mlp.layers.1.bias,224,-0.07621429860591888,0.13624317944049835,-0.7340450882911682,0.23790407180786133
image_encoder.trunk.blocks.4.norm1.weight,224,1.0313632488250732,0.21950529515743256,0.1263478547334671,2.047274589538574
image_encoder.trunk.blocks.4.norm1.bias,224,-0.024319734424352646,0.23688173294067383,-0.48806026577949524,2.231144905090332
image_encoder.trunk.blocks.4.attn.qkv.weight,150528,0.00010359204316046089,0.03818235546350479,-0.31946009397506714,0.396768718957901
image_encoder.trunk.blocks.4.attn.qkv.bias,672,-0.014045316725969315,0.18550044298171997,-1.214727520942688,0.8967303037643433
image_encoder.trunk.blocks.4.attn.proj.weight,50176,3.0120849260129035e-05,0.027124518528580666,-0.12639367580413818,0.11550262570381165
image_encoder.trunk.blocks.4.attn.proj.bias,224,-0.07239304482936859,0.1351689100265503,-0.8290634751319885,0.4360697567462921
image_encoder.trunk.blocks.4.norm2.weight,224,1.3719580173492432,0.23287340998649597,0.06048295646905899,1.7487674951553345
image_encoder.trunk.blocks.4.norm2.bias,224,0.036331091076135635,0.21354252099990845,-0.4586685299873352,0.8403424024581909
image_encoder.trunk.blocks.4.mlp.layers.0.weight,200704,-0.0016687895404174924,0.03151538968086243,-0.44936832785606384,0.3248080909252167
image_encoder.trunk.blocks.4.mlp.layers.0.bias,896,-0.3288942873477936,0.17342910170555115,-1.2148756980895996,0.05347522348165512
image_encoder.trunk.blocks.4.mlp.layers.1.weight,200704,-0.00041453872108832,0.030658826231956482,-0.43287530541419983,0.42429742217063904
image_encoder.trunk.blocks.4.mlp.layers.1.bias,224,-0.06752826273441315,0.09662406891584396,-0.35942909121513367,0.17006836831569672
image_encoder.trunk.blocks.5.norm1.weight,224,0.7241891026496887,0.19010627269744873,0.2595744729042053,1.7359977960586548
image_encoder.trunk.blocks.5.norm1.bias,224,-0.01765429601073265,0.21586653590202332,-0.5527638792991638,2.508315324783325
image_encoder.trunk.blocks.5.attn.qkv.weight,301056,-0.00013317838602233678,0.038523927330970764,-0.34820666909217834,0.33352723717689514
image_encoder.trunk.blocks.5.attn.qkv.bias,1344,-0.13193529844284058,0.2761860191822052,-1.6298459768295288,1.8008443117141724
image_encoder.trunk.blocks.5.attn.proj.weight,200704,-3.273818947491236e-05,0.028653252869844437,-0.35037046670913696,0.48379433155059814
image_encoder.trunk.blocks.5.attn.proj.bias,448,-0.005953336600214243,0.30029645562171936,-3.9991366863250732,0.5038754343986511
image_encoder.trunk.blocks.5.norm2.weight,448,0.8323884606361389,0.2890903353691101,-0.10671154409646988,1.5131027698516846
image_encoder.trunk.blocks.5.norm2.bias,448,-0.01337873749434948,0.2271002233028412,-0.7286342978477478,0.6119216680526733
image_encoder.trunk.blocks.5.mlp.layers.0.weight,802816,-0.0002883122069761157,0.03111409768462181,-0.38604745268821716,0.3647943139076233
image_encoder.trunk.blocks.5.mlp.layers.0.bias,1792,-0.4332432746887207,0.2525312900543213,-1.088944435119629,0.059247519820928574
image_encoder.trunk.blocks.5.mlp.layers.1.weight,802816,3.505754648358561e-05,0.025406284257769585,-0.6603915095329285,0.7249313592910767
image_encoder.trunk.blocks.5.mlp.layers.1.bias,448,-0.0018643917283043265,0.23870781064033508,-2.6241931915283203,0.6414380073547363
image_encoder.trunk.blocks.5.proj.weight,100352,-0.0002296919556101784,0.016235167160630226,-0.39133358001708984,0.4038805067539215
image_encoder.trunk.blocks.5.proj.bias,448,-0.012434476986527443,0.4548403322696686,-5.5589518547058105,1.0231647491455078
image_encoder.trunk.blocks.6.norm1.weight,448,0.6006922125816345,0.19663788378238678,-0.17030853033065796,1.1223963499069214
image_encoder.trunk.blocks.6.norm1.bias,448,-0.0014999887207522988,0.18003620207309723,-0.5610602498054504,1.6073668003082275
image_encoder.trunk.blocks.6.attn.qkv.weight,602112,-2.4966118871816434e-05,0.03379145637154579,-0.3865167796611786,0.29367631673812866
image_encoder.trunk.blocks.6.attn.qkv.bias,1344,-0.01480213925242424,0.3448193371295929,-2.6743547916412354,2.384882688522339
image_encoder.trunk.blocks.6.attn.proj.weight,200704,3.581241969641269e-07,0.024339037016034126,-0.2771517336368561,0.24977068603038788
image_encoder.trunk.blocks.6.attn.proj.bias,448,-0.0006455215043388307,0.24915817379951477,-1.793861746788025,0.8668588399887085
image_encoder.trunk.blocks.6.norm2.weight,448,0.8631478548049927,0.14769186079502106,0.2082953155040741,1.5566900968551636
image_encoder.trunk.blocks.6.norm2.bias,448,0.08381737023591995,0.253947913646698,-0.7100368738174438,2.617128849029541
image_encoder.trunk.blocks.6.mlp.layers.0.weight,802816,-0.0020586589816957712,0.028869474306702614,-0.36529025435447693,0.3361824154853821
image_encoder.trunk.blocks.6.mlp.layers.0.bias,1792,-0.34279200434684753,0.1777830719947815,-0.9236231446266174,0.10326457023620605
image_encoder.trunk.blocks.6.mlp.layers.1.weight,802816,6.537637091241777e-05,0.02389565296471119,-0.7253562808036804,0.6422739624977112
image_encoder.trunk.blocks.6.mlp.layers.1.bias,448,-0.0006423576851375401,0.1894955039024353,-1.8836989402770996,0.39108705520629883
image_encoder.trunk.blocks.7.norm1.weight,448,0.7430132627487183,0.21279840171337128,0.003503563581034541,1.4598132371902466
image_encoder.trunk.blocks.7.norm1.bias,448,-0.0013762898743152618,0.16775061190128326,-0.513849139213562,1.329508900642395
image_encoder.trunk.blocks.7.attn.qkv.weight,602112,1.2798017451132182e-05,0.032410215586423874,-0.3586200773715973,0.3175221383571625
image_encoder.trunk.blocks.7.attn.qkv.bias,1344,-0.007541877683252096,0.27708935737609863,-1.9800139665603638,1.8536057472229004
image_encoder.trunk.blocks.7.attn.proj.weight,200704,-2.8652536911977222e-06,0.022931935265660286,-0.20828308165073395,0.16429981589317322
image_encoder.trunk.blocks.7.attn.proj.bias,448,-0.002651645103469491,0.16506384313106537,-1.463361382484436,0.49407505989074707
image_encoder.trunk.blocks.7.norm2.weight,448,0.8948035836219788,0.13200068473815918,0.2442437708377838,1.3339204788208008
image_encoder.trunk.blocks.7.norm2.bias,448,0.06646224111318588,0.22922100126743317,-1.0324046611785889,1.8502159118652344
image_encoder.trunk.blocks.7.mlp.layers.0.weight,802816,-0.0015919605502858758,0.027629408985376358,-0.2913619577884674,0.30456674098968506
image_encoder.trunk.blocks.7.mlp.layers.0.bias,1792,-0.3131871819496155,0.14113131165504456,-0.8724921941757202,0.016188576817512512
image_encoder.trunk.blocks.7.mlp.layers.1.weight,802816,4.419463948579505e-05,0.023104259744286537,-0.5150032639503479,0.5412535071372986
image_encoder.trunk.blocks.7.mlp.layers.1.bias,448,-0.0017091950867325068,0.17808708548545837,-1.9655489921569824,0.5725052952766418
image_encoder.trunk.blocks.8.norm1.weight,448,0.8840222954750061,0.1744581013917923,0.2624374330043793,1.463374376296997
image_encoder.trunk.blocks.8.norm1.bias,448,-0.0043226429261267185,0.1823536455631256,-0.7281972765922546,1.3075064420700073
image_encoder.trunk.blocks.8.attn.qkv.weight,602112,2.136976263500401e-06,0.03133273497223854,-0.28390800952911377,0.33504748344421387
image_encoder.trunk.blocks.8.attn.qkv.bias,1344,-0.001225526793859899,0.22258692979812622,-1.8463295698165894,2.549143075942993
image_encoder.trunk.blocks.8.attn.proj.weight,200704,1.8118809748557396e-05,0.02140156924724579,-0.14867639541625977,0.1822708398103714
image_encoder.trunk.blocks.8.attn.proj.bias,448,-0.004422977101057768,0.1834297776222229,-1.934794545173645,0.3766939342021942
image_encoder.trunk.blocks.8.norm2.weight,448,0.9671839475631714,0.13617844879627228,0.21456001698970795,1.3284673690795898
image_encoder.trunk.blocks.8.norm2.bias,448,0.06071624159812927,0.2415006011724472,-1.0196505784988403,1.959568738937378
image_encoder.trunk.blocks.8.mlp.layers.0.weight,802816,-0.0014969746116548777,0.026619156822562218,-0.2428189069032669,0.31121084094047546
image_encoder.trunk.blocks.8.mlp.layers.0.bias,1792,-0.2796908915042877,0.13037653267383575,-0.8296031355857849,0.05816126614809036
image_encoder.trunk.blocks.8.mlp.layers.1.weight,802816,2.5542536604916677e-05,0.02282450906932354,-0.4813034236431122,0.40650349855422974
image_encoder.trunk.blocks.8.mlp.layers.1.bias,448,-0.0020445489790290594,0.165135458111763,-1.9343342781066895,0.4933951199054718
image_encoder.trunk.blocks.9.norm1.weight,448,0.9757150411605835,0.19300827383995056,0.2990923225879669,1.4053431749343872
image_encoder.trunk.blocks.9.norm1.bias,448,-0.0059432461857795715,0.18666616082191467,-1.1267797946929932,1.5191068649291992
image_encoder.trunk.blocks.9.attn.qkv.weight,602112,-2.9417955374810845e-05,0.02868373692035675,-0.2320006638765335,0.20379459857940674
image_encoder.trunk.blocks.9.attn.qkv.bias,1344,-0.0039990744553506374,0.23511436581611633,-2.0748393535614014,2.5571048259735107
image_encoder.trunk.blocks.9.attn.proj.weight,200704,3.7099060136824846e-05,0.021443715319037437,-0.15892629325389862,0.1858447790145874
image_encoder.trunk.blocks.9.attn.proj.bias,448,-0.0030871958006173372,0.15742826461791992,-1.5126984119415283,0.440017431974411
image_encoder.trunk.blocks.9.norm2.weight,448,1.0241745710372925,0.1471068263053894,0.22381339967250824,1.409415364265442
image_encoder.trunk.blocks.9.norm2.bias,448,0.059679802507162094,0.24991467595100403,-1.056862235069275,1.9892947673797607
image_encoder.trunk.blocks.9.mlp.layers.0.weight,802816,-0.00141898135188967,0.025636430829763412,-0.23827800154685974,0.2750786244869232
image_encoder.trunk.blocks.9.mlp.layers.0.bias,1792,-0.2462630271911621,0.12389503419399261,-1.0314782857894897,0.10093003511428833
image_encoder.trunk.blocks.9.mlp.layers.1.weight,802816,1.8973651094711386e-05,0.02188005857169628,-0.5408880114555359,0.3109213709831238
image_encoder.trunk.blocks.9.mlp.layers.1.bias,448,-0.0015654441667720675,0.14421837031841278,-1.5001691579818726,0.4739876091480255
image_encoder.trunk.blocks.10.norm1.weight,448,1.0096356868743896,0.1756628453731537,0.33501914143562317,1.40695321559906
image_encoder.trunk.blocks.10.norm1.bias,448,-0.006046693306416273,0.19086091220378876,-1.1310782432556152,1.70476496219635
image_encoder.trunk.blocks.10.attn.qkv.weight,602112,2.064227192022372e-05,0.028292952105402946,-0.2292395979166031,0.2719637155532837
image_encoder.trunk.blocks.10.attn.qkv.bias,1344,-0.0034332009963691235,0.21117988228797913,-1.9256443977355957,1.689962387084961
image_encoder.trunk.blocks.10.attn.proj.weight,200704,-5.889883595955325e-06,0.020194856449961662,-0.1736750304698944,0.16902482509613037
image_encoder.trunk.blocks.10.attn.proj.bias,448,-0.002699068048968911,0.13123919069766998,-1.3681937456130981,0.29472479224205017
image_encoder.trunk.blocks.10.norm2.weight,448,1.0556446313858032,0.1418621987104416,0.2585296332836151,1.4120168685913086
image_encoder.trunk.blocks.10.norm2.bias,448,0.06339108943939209,0.24235300719738007,-0.9172734618186951,2.090372085571289
image_encoder.trunk.blocks.10.mlp.layers.0.weight,802816,-0.0014219292206689715,0.024816855788230896,-0.2167232632637024,0.28170299530029297
image_encoder.trunk.blocks.10.mlp.layers.0.bias,1792,-0.23706459999084473,0.12232233583927155,-0.9427779316902161,0.05228453874588013
image_encoder.trunk.blocks.10.mlp.layers.1.weight,802816,9.656727343099192e-06,0.0214941818267107,-0.8388139009475708,0.4972139894962311
image_encoder.trunk.blocks.10.mlp.layers.1.bias,448,-0.0027837094385176897,0.13179706037044525,-1.4294078350067139,0.4538130760192871
image_encoder.trunk.blocks.11.norm1.weight,448,0.9909038543701172,0.14977584779262543,0.4151207208633423,1.4209591150283813
image_encoder.trunk.blocks.11.norm1.bias,448,-0.009486159309744835,0.19393521547317505,-1.2085816860198975,1.7253164052963257
image_encoder.trunk.blocks.11.attn.qkv.weight,602112,-7.4468939601501916e-06,0.02928411215543747,-0.28330716490745544,0.2788642346858978
image_encoder.trunk.blocks.11.attn.qkv.bias,1344,0.006549589801579714,0.23977163434028625,-1.7477041482925415,2.141623020172119
image_encoder.trunk.blocks.11.attn.proj.weight,200704,-1.585258542036172e-05,0.01899837888777256,-0.21798162162303925,0.2016458362340927
image_encoder.trunk.blocks.11.attn.proj.bias,448,-0.0032812070567160845,0.1423429250717163,-1.645264744758606,0.3421575129032135
image_encoder.trunk.blocks.11.norm2.weight,448,1.0974805355072021,0.15113860368728638,0.30210036039352417,1.5253674983978271
image_encoder.trunk.blocks.11.norm2.bias,448,0.04421082139015198,0.24468055367469788,-0.8421681523323059,2.163241147994995
image_encoder.trunk.blocks.11.mlp.layers.0.weight,802816,-0.0009467829368077219,0.02411973662674427,-0.2716560661792755,0.3130592703819275
image_encoder.trunk.blocks.11.mlp.layers.0.bias,1792,-0.22043998539447784,0.11605027318000793,-0.9405731558799744,0.061243075877428055
image_encoder.trunk.blocks.11.mlp.layers.1.weight,802816,5.23270102803508e-07,0.0204316396266222,-0.7300983667373657,0.3873650133609772
image_encoder.trunk.blocks.11.mlp.layers.1.bias,448,-0.0014988258481025696,0.11504799872636795,-1.1654207706451416,0.32260939478874207
image_encoder.trunk.blocks.12.norm1.weight,448,1.1961930990219116,0.1480809897184372,0.36672908067703247,1.55868661403656
image_encoder.trunk.blocks.12.norm1.bias,448,-0.012192637659609318,0.20120547711849213,-1.3664872646331787,1.9543572664260864
image_encoder.trunk.blocks.12.attn.qkv.weight,602112,2.3180262360256165e-05,0.02837466634809971,-0.24254079163074493,0.2315455675125122
image_encoder.trunk.blocks.12.attn.qkv.bias,1344,0.009509099647402763,0.19999545812606812,-1.080062985420227,1.5967488288879395
image_encoder.trunk.blocks.12.attn.proj.weight,200704,-3.2260675197903765e-06,0.022247254848480225,-0.19052660465240479,0.16934546828269958
image_encoder.trunk.blocks.12.attn.proj.bias,448,-0.0027742914389818907,0.12702369689941406,-1.5229402780532837,0.38011565804481506
image_encoder.trunk.blocks.12.norm2.weight,448,1.138681173324585,0.16846618056297302,0.34855636954307556,1.6751103401184082
image_encoder.trunk.blocks.12.norm2.bias,448,0.03717517852783203,0.25249984860420227,-0.8977789878845215,2.4300293922424316
image_encoder.trunk.blocks.12.mlp.layers.0.weight,802816,-0.000751850544475019,0.023490333929657936,-0.36182257533073425,0.41173502802848816
image_encoder.trunk.blocks.12.mlp.layers.0.bias,1792,-0.201090469956398,0.11155757308006287,-0.7122511267662048,0.20427726209163666
image_encoder.trunk.blocks.12.mlp.layers.1.weight,802816,3.718353764270432e-05,0.020196406170725822,-0.661684513092041,0.20960786938667297
image_encoder.trunk.blocks.12.mlp.layers.1.bias,448,-0.00026645619072951376,0.10370385646820068,-0.9829939603805542,0.3004598319530487
image_encoder.trunk.blocks.13.norm1.weight,448,1.1323221921920776,0.19309216737747192,0.44333186745643616,1.6992900371551514
image_encoder.trunk.blocks.13.norm1.bias,448,-0.010153576731681824,0.1969384253025055,-1.5756006240844727,1.9060477018356323
image_encoder.trunk.blocks.13.attn.qkv.weight,602112,-6.308960564638255e-06,0.02545667625963688,-0.2755676209926605,0.25016558170318604
image_encoder.trunk.blocks.13.attn.qkv.bias,1344,0.0035927738063037395,0.22930516302585602,-1.7692404985427856,1.9125231504440308
image_encoder.trunk.blocks.13.attn.proj.weight,200704,-4.166960025031585e-06,0.018581418320536613,-0.15893448889255524,0.20672355592250824
image_encoder.trunk.blocks.13.attn.proj.bias,448,-0.0019544572569429874,0.11272212862968445,-1.4656527042388916,0.2774510979652405
image_encoder.trunk.blocks.13.norm2.weight,448,1.2409250736236572,0.18827316164970398,0.36164072155952454,1.8425588607788086
image_encoder.trunk.blocks.13.norm2.bias,448,0.0403030700981617,0.2790139615535736,-0.8811089396476746,2.6354637145996094
image_encoder.trunk.blocks.13.mlp.layers.0.weight,802816,-0.0006812825449742377,0.02315545082092285,-0.2577904760837555,0.28855499625205994
image_encoder.trunk.blocks.13.mlp.layers.0.bias,1792,-0.1809830367565155,0.10981157422065735,-0.6581815481185913,0.30506977438926697
image_encoder.trunk.blocks.13.mlp.layers.1.weight,802816,4.842246926273219e-05,0.0204771775752306,-0.5882158875465393,0.3786263167858124
image_encoder.trunk.blocks.13.mlp.layers.1.bias,448,-0.0005861999816261232,0.094302698969841,-0.8007082343101501,0.27032727003097534
image_encoder.trunk.blocks.14.norm1.weight,448,1.1661051511764526,0.19423562288284302,0.34374842047691345,1.8302968740463257
image_encoder.trunk.blocks.14.norm1.bias,448,-0.019033590331673622,0.17589375376701355,-1.2496521472930908,1.9200280904769897
image_encoder.trunk.blocks.14.attn.qkv.weight,602112,-1.440302366972901e-05,0.025424525141716003,-0.21091200411319733,0.22260871529579163
image_encoder.trunk.blocks.14.attn.qkv.bias,1344,-0.0054564764723181725,0.21128882467746735,-1.9531511068344116,1.7610493898391724
image_encoder.trunk.blocks.14.attn.proj.weight,200704,1.938406057888642e-05,0.017959818243980408,-0.16080152988433838,0.16306085884571075
image_encoder.trunk.blocks.14.attn.proj.bias,448,-0.002259219763800502,0.1118118017911911,-1.5835766792297363,0.3157324194908142
image_encoder.trunk.blocks.14.norm2.weight,448,1.2701083421707153,0.21178188920021057,0.32927626371383667,1.887663722038269
image_encoder.trunk.blocks.14.norm2.bias,448,0.03416558727622032,0.26913490891456604,-0.8218730092048645,2.6704623699188232
image_encoder.trunk.blocks.14.mlp.layers.0.weight,802816,-0.0006047855131328106,0.02266119420528412,-0.23851366341114044,0.2568388879299164
image_encoder.trunk.blocks.14.mlp.layers.0.bias,1792,-0.17177079617977142,0.10259565711021423,-0.6032190918922424,0.3476353585720062
image_encoder.trunk.blocks.14.mlp.layers.1.weight,802816,4.627395173883997e-05,0.01962330937385559,-0.44563964009284973,0.24747975170612335
image_encoder.trunk.blocks.14.mlp.layers.1.bias,448,-0.0007973164319992065,0.08467265218496323,-0.6245052218437195,0.4353867173194885
image_encoder.trunk.blocks.15.norm1.weight,448,1.2138921022415161,0.21034276485443115,0.3128792941570282,1.9478459358215332
image_encoder.trunk.blocks.15.norm1.bias,448,-0.01885024644434452,0.1790580451488495,-1.3743222951889038,1.87833571434021
image_encoder.trunk.blocks.15.attn.qkv.weight,602112,1.5184806215984281e-05,0.02574201114475727,-0.23791122436523438,0.23212099075317383
image_encoder.trunk.blocks.15.attn.qkv.bias,1344,0.011254657059907913,0.20738868415355682,-1.2239302396774292,1.4841876029968262
image_encoder.trunk.blocks.15.attn.proj.weight,200704,-3.705742346937768e-05,0.017513368278741837,-0.13489995896816254,0.15071797370910645
image_encoder.trunk.blocks.15.attn.proj.bias,448,-0.0027058105915784836,0.0967366099357605,-1.3852555751800537,0.28153514862060547
image_encoder.trunk.blocks.15.norm2.weight,448,1.3162561655044556,0.21988244354724884,0.30223819613456726,2.0001862049102783
image_encoder.trunk.blocks.15.norm2.bias,448,0.02474113181233406,0.2834111154079437,-0.7824275493621826,2.7507572174072266
image_encoder.trunk.blocks.15.mlp.layers.0.weight,802816,-0.0004381267644930631,0.02231840044260025,-0.2310597449541092,0.2875097990036011
image_encoder.trunk.blocks.15.mlp.layers.0.bias,1792,-0.15609054267406464,0.0915520191192627,-0.48535266518592834,0.3949476480484009
image_encoder.trunk.blocks.15.mlp.layers.1.weight,802816,6.041127926437184e-05,0.019369177520275116,-0.3396974205970764,0.24956271052360535
image_encoder.trunk.blocks.15.mlp.layers.1.bias,448,-0.0004753571411129087,0.06888357549905777,-0.4065898358821869,0.4101395308971405
image_encoder.trunk.blocks.16.norm1.weight,448,1.3276203870773315,0.1888708472251892,0.25983935594558716,1.9827423095703125
image_encoder.trunk.blocks.16.norm1.bias,448,-0.022970331832766533,0.1824321746826172,-1.405100703239441,2.0052623748779297
image_encoder.trunk.blocks.16.attn.qkv.weight,602112,6.803128599131014e-06,0.0256189052015543,-0.18191272020339966,0.2015300840139389
image_encoder.trunk.blocks.16.attn.qkv.bias,1344,-0.011205204762518406,0.18065254390239716,-1.401057243347168,1.061628818511963
image_encoder.trunk.blocks.16.attn.proj.weight,200704,-2.7116426281281747e-05,0.02071572281420231,-0.18563829362392426,0.23067353665828705
image_encoder.trunk.blocks.16.attn.proj.bias,448,-0.0035813648719340563,0.09591622650623322,-1.3553180694580078,0.24535536766052246
image_encoder.trunk.blocks.16.norm2.weight,448,1.293570876121521,0.1947232335805893,0.3197377026081085,1.9519133567810059
image_encoder.trunk.blocks.16.norm2.bias,448,0.03168371319770813,0.2788487374782562,-0.6720631122589111,2.9008264541625977
image_encoder.trunk.blocks.16.mlp.layers.0.weight,802816,-0.0005896429647691548,0.022029131650924683,-0.26868879795074463,0.24139580130577087
image_encoder.trunk.blocks.16.mlp.layers.0.bias,1792,-0.1456768661737442,0.08405064046382904,-0.4967961609363556,0.32474467158317566
image_encoder.trunk.blocks.16.mlp.layers.1.weight,802816,6.787759048165753e-05,0.01946565881371498,-0.31633737683296204,0.17300669848918915
image_encoder.trunk.blocks.16.mlp.layers.1.bias,448,-0.0002863647823687643,0.057064205408096313,-0.19096381962299347,0.4621480107307434
image_encoder.trunk.blocks.17.norm1.weight,448,1.2322461605072021,0.19383461773395538,0.3225362002849579,2.1671154499053955
image_encoder.trunk.blocks.17.norm1.bias,448,-0.022581953555345535,0.2027686983346939,-1.5247561931610107,2.298156261444092
