module_group,avg_total_l2,avg_ratio,ratio_std,avg_ma_total,avg_std_total,avg_sparsity,avg_heavy_tail,stability_ratio,recommended_bits,rationale
memory_attention.norm.bias,0.0003122197004274866,0.00017335698496043458,0.00011198069051731765,0.0003182637233279661,0.00019382845045965645,0.9428046830511944,934.6041552456921,0.6090183588404735,32,Extreme gradient-to-weight scaling
memory_attention.norm.weight,0.0003608161351799619,2.6811965133794405e-05,1.6914089763888533e-05,0.00036442403774018876,0.00021960874633289017,0.9827734626880857,1795.023139184313,0.602618717729749,32,Extreme gradient-to-weight scaling
memory_encoder.fuser.layers.0,0.005069607008563722,0.0007003764232740356,0.00044894593858960807,0.005168379183159314,0.002932540212281634,0.9778295387706616,24076.407744514687,0.5674003606076438,32,Extreme gradient-to-weight scaling
memory_encoder.fuser.layers.1,0.002620785131897331,0.0003086838113676391,0.00022021740681073777,0.0026594675216869883,0.0017028528891883663,0.9742272706777299,15128.57335774303,0.6402984339166474,32,Extreme gradient-to-weight scaling
memory_encoder.mask_downsampler.encoder.0,0.008996786375180562,0.020987190719508636,0.016456094791513668,0.009113373562477699,0.006622961405295531,0.5810835379669544,262859.8560557082,0.726729938138837,32,Extreme gradient-to-weight scaling
memory_encoder.mask_downsampler.encoder.1,0.0011307184830758636,0.0014988703018338297,0.00128809378835701,0.0011746246730192414,0.0009143169532963989,0.6239032943042179,9.721584669421182,0.7783907270960428,2,Low-energy + moderate sparsity; Very stable & sparse layer
memory_encoder.mask_downsampler.encoder.10,0.0011138299831926538,0.0003434323492864214,0.0002216696492671163,0.0011415822256972505,0.0007095574729102025,0.9676725586225293,212.28549553891733,0.6215561673420609,32,Extreme gradient-to-weight scaling
memory_encoder.mask_downsampler.encoder.12,0.0017365857599108258,0.0004875577933338047,0.000283285362969916,0.001770552647304032,0.0009419559094317807,0.977687955739242,18095.219321076114,0.5320123696214676,32,Extreme gradient-to-weight scaling
memory_encoder.mask_downsampler.encoder.3,0.010013767446173955,0.02389314815011592,0.01764858640504793,0.010243235977283568,0.006896960622792693,0.8851300098773096,578079.253355095,0.6733185331362167,32,Extreme gradient-to-weight scaling
memory_encoder.mask_downsampler.encoder.4,0.0007795176082244443,0.0006547456241403124,0.00044263225217619457,0.0007945162893665312,0.0005117352019081787,0.8333530037917937,49.78069183357211,0.6440839649948346,8,Default balance
memory_encoder.mask_downsampler.encoder.6,0.0049781598421285034,0.00585520912990958,0.0039848416504420815,0.005078283757237671,0.0031794449071299597,0.9720314925613663,823662.4862562236,0.6260865006998775,32,Extreme gradient-to-weight scaling
