step,total_l2_norm,mean_l2_norm,median_l2_norm,active_parameters,ratio_mean,ratio_rms_mean
2700,1.038755938771132,0.00170009155281691,0.0004269505152478814,611,0.0058690101683775715,0.0058690101683775715
2800,0.8348884471239448,0.0013641968090260536,0.0002836003986885771,612,0.0006974219557999783,0.0006974219557999783
2900,0.8843654350639851,0.0014450415605620672,0.00034121997305192053,612,0.0005750337305117483,0.0005750337305117483
3000,0.800651529858186,0.0013103953025502225,0.0003470208903308958,611,0.0032400110914233694,0.0032400110914233694
3100,0.8934118488623071,0.0014622125185962472,0.000332531810272485,611,0.007039034493954335,0.007039034493954335
3200,0.7818798209918683,0.0012775814068494578,0.0002614729746710509,612,0.0005143112623919254,0.0005143112623919254
3300,0.9432977089918069,0.001541336125803606,0.00032651363289915025,612,0.0005136809544603718,0.0005136809544603718
3400,0.7396926758473228,0.0012106263107157492,0.0002494955842848867,611,0.003471023257919514,0.003471023257919514
3500,0.7246591884888542,0.0011860215850881411,0.00020901083189528435,611,0.004460712677917113,0.004460712677917113
3600,0.9886028549849524,0.0016153641421322751,0.00043225783156231046,612,0.0005628899393563281,0.0005628899393563281
3700,0.9698186523939718,0.0015846710006437448,0.00037107554089743644,612,0.0005347738831765247,0.0005347738831765247
3800,0.9553479813490071,0.0015635809842045943,0.00030845720903016627,611,0.012153145846634683,0.012153145846634683
3900,0.9818296358587233,0.001604296790618829,0.00044251378858461976,612,0.0005992892110456425,0.0005992892110456425
4000,0.7411770184825883,0.0012130556767309137,0.00026320747565478086,611,0.002363062831452346,0.002363062831452346
4100,0.4880105047006207,0.0007974027854585306,0.00010027236930909567,612,0.00023500312683709385,0.00023500312683709385
4200,0.9731726020338414,0.0015927538494825554,0.00031413912074640393,611,0.0067017202231558735,0.0067017202231558735
4300,0.9394003381479195,0.0015374800951684442,0.000310375151457265,611,0.003939301319179373,0.003939301319179373
4400,0.8798592817384758,0.0014400315576734465,0.00023870325821917504,611,0.008683268046640871,0.008683268046640871
4500,0.9332161220946515,0.0015248629445991039,0.0003484532644506544,612,0.0006677971783856852,0.0006677971783856852
4600,0.6580801438380774,0.0010752943526765972,0.00021998359443387017,612,0.0004948204926774531,0.0004948204926774531
4700,1.0731745283244436,0.0017564231232805952,0.0004971383605152369,611,0.007614964168909634,0.007614964168909634
4800,0.8805378684798448,0.0014387873667971321,0.0003149421827401966,612,0.000513525917376286,0.000513525917376286
4900,0.8041085039004159,0.0013139027841510063,0.00029632652876898646,612,0.0006689681644887777,0.0006689681644887777
5000,0.9784034121253526,0.0015986983858257396,0.00032578170066699386,612,0.00059736010390246,0.00059736010390246
5100,0.832614706652393,0.0013604815468176356,0.00032467563869431615,612,0.0005951372872670013,0.0005951372872670013
5200,0.6640384060083484,0.0010868059018139908,0.00019582707318477333,611,0.004934740101469215,0.004934740101469215
5300,0.5526162500218952,0.0009029677287939464,0.00016378413420170546,612,0.0003286399230569774,0.0003286399230569774
5400,0.937833476773104,0.0015324076417861177,0.00032371266570407897,612,0.0006628413359266569,0.0006628413359266569
5500,0.8089499869732109,0.0013239770654226036,0.00020050170132890344,611,0.0055226942616985585,0.0055226942616985585
5600,0.8243740396950088,0.0013492210142307835,0.0002917222154792398,611,0.0030802317651069566,0.0030802317651069566
5700,1.0561705306060567,0.0017257688408595698,0.00041177352250088006,612,0.0006102570982455597,0.0006102570982455597
5800,0.7128476569070905,0.0011666901095042398,0.00024107698118314147,611,0.0017459567911165285,0.0017459567911165285
5900,0.7495368736021746,0.0012247334535983245,0.0002978083648486063,612,0.0004919553589608895,0.0004919553589608895
6000,0.7399936575852566,0.0012091399633746022,0.0002412828034721315,612,0.00041002167014479556,0.00041002167014479556
6100,0.907752596076854,0.001483255875942572,0.00034533606958575547,612,0.0005338336766674589,0.0005338336766674589
6200,0.8908484764788938,0.0014556347654883885,0.00036694665323011577,612,0.0005331218963589136,0.0005331218963589136
6300,0.6265232687525106,0.0010254063318371697,0.00024646363453939557,611,0.002530890599544097,0.002530890599544097
6400,0.8969773896614868,0.0014656493295122333,0.000405703904107213,612,0.0005408836889770184,0.0005408836889770184
6500,0.8570232760508887,0.0014026567529474446,0.00024309342552442104,611,0.01262102286258275,0.01262102286258275
6600,0.8211489567985311,0.001343942646151442,0.0002611060335766524,611,0.005811547738862296,0.005811547738862296
6700,0.7338196004687916,0.0011990516347529273,0.00031729786132927984,612,0.0005774301093090578,0.0005774301093090578
6800,0.8685357183713478,0.0014214987207387035,0.0002271016564918682,611,0.0016765455487215515,0.0016765455487215515
6900,1.1170531537030612,0.0018252502511487928,0.0005000961245968938,612,0.0009668311223139673,0.0009668311223139673
7000,0.8759035656518748,0.0014335573905922664,0.00040002184687182307,611,0.004344576299148693,0.004344576299148693
7100,0.8340609899774805,0.001365075270012243,0.0002956276584882289,611,0.004502582927322528,0.004502582927322528
7200,0.9132888575335749,0.001492302054793423,0.000440474774222821,612,0.0006049726600590021,0.0006049726600590021
7300,0.8992102872380414,0.0014717025977709353,0.0002914949436672032,611,0.004601238791936706,0.004601238791936706
7400,0.955187471534062,0.0015607638423759183,0.00038536774809472263,612,0.0005933158248000546,0.0005933158248000546
7500,0.8164509788410861,0.0013362536478577513,0.00026950021856464446,611,0.005053358721861554,0.005053358721861554
7600,0.6899001280111463,0.0011272877908678862,0.00025939637271221727,612,0.00047476596340077147,0.00047476596340077147
7700,0.9519794764895764,0.0015555220204078045,0.0004088156420039013,612,0.0006087631308976127,0.0006087631308976127
7800,0.8927126503763761,0.0014586808012685885,0.00037374634121079,612,0.0005818015628797378,0.0005818015628797378
7900,0.8491918749312646,0.0013898394025061613,0.0002666742948349565,611,0.0070311046967789816,0.0070311046967789816
8000,0.9338771122927625,0.0015259429939424225,0.0003717505023814738,612,0.0005072242832170884,0.0005072242832170884
8100,1.0933975396062756,0.001786597286938359,0.0004907985567115247,612,0.0010994282185283932,0.0010994282185283932
8200,0.6649519276660616,0.0010865227576242835,0.000222870621655602,612,0.0004030311844321466,0.00040303118443214657
8300,1.0306482376789035,0.0016840657478413455,0.0004452532739378512,612,0.0007005893994875269,0.0007005893994875268
8400,0.7601791483643936,0.0012421227914450877,0.0003102951013715938,612,0.000664014083964595,0.000664014083964595
8500,0.8587205242776719,0.0014031381115648233,0.00036750016442965716,612,0.0004765972282620258,0.0004765972282620258
8600,1.0479050456984424,0.0017122631465660825,0.00042229503742419183,612,0.0009701987752882611,0.0009701987752882611
8700,0.5772023270567885,0.0009446846596674116,0.00014210633526090533,611,0.0044838267911061665,0.0044838267911061665
8800,0.908954079979047,0.0014876498853994221,0.0003600528580136597,611,0.0038187319013792075,0.0038187319013792075
8900,0.8021524067719383,0.0013107065470129712,0.00027694995515048504,612,0.00037787629296017356,0.00037787629296017356
9000,0.9515121447241341,0.0015573030191884357,0.0003781364648602903,611,0.005541803425011497,0.005541803425011497
9100,1.035812770358341,0.0016925045267293154,0.00045071162458043545,612,0.0009831123395442043,0.0009831123395442046
9200,0.4957752797950885,0.0008100903264625629,0.00015511471428908408,612,0.00034817366827356546,0.00034817366827356546
9300,0.8268236131479583,0.001351018975731958,0.0003247969871154055,612,0.0005210898263508365,0.0005210898263508365
9400,0.9290457272979538,0.0015205331052339669,0.00035532171023078263,611,0.0020838071875495076,0.0020838071875495076
9500,0.954219993045534,0.001559182995172441,0.0003738199593499303,612,0.0005168829431613259,0.0005168829431613259
9600,0.8509022054911242,0.0013903630808678499,0.00035268838109914213,612,0.0005886966698723604,0.0005886966698723604
9700,1.1665004581329512,0.0019060465002172405,0.00046233167813625187,612,0.0006376418432006139,0.0006376418432006139
9800,0.6240719070536258,0.001019725338322918,0.0001994027552427724,612,0.000407594824740949,0.000407594824740949
9900,0.7433298858312085,0.0012145913167176609,0.0002746171521721408,612,0.000535892513220653,0.000535892513220653
10000,0.9775734696689256,0.001599956578836212,0.0003521445323713124,611,0.002647491306769359,0.002647491306769359
10100,0.6145372056050675,0.0010057892072096032,0.00019064023217651993,611,0.0023927294096586825,0.0023927294096586825
10200,1.0190195184685464,0.0016650645726610236,0.0005020639218855649,612,0.0008340970835410518,0.0008340970835410518
10300,1.0630352464877717,0.001736985696875444,0.0004377723817015067,612,0.0006787245541002091,0.0006787245541002091
10400,0.9210083967740985,0.0015073787181245474,0.0003611360734794289,611,0.006513252373357236,0.006513252373357236
10500,0.9596139100791135,0.0015679965850965906,0.0004113680188311264,612,0.0007832471831970043,0.0007832471831970043
10600,0.9425098277218709,0.0015425692761405416,0.00032461044611409307,611,0.006323383077992027,0.006323383077992027
10700,0.8834393551351241,0.0014458909249347367,0.000323816406307742,611,0.007012235304695515,0.007012235304695515
10800,1.0227474615578203,0.0016711559829376149,0.0003493980038911104,612,0.0005184128110444278,0.0005184128110444278
10900,0.8315788417454364,0.0013587889571003862,0.0003138732281513512,612,0.0006027273442726282,0.0006027273442726282
11000,0.9417546118894009,0.0015388147253094786,0.00040803474257700145,612,0.0005614949060359764,0.0005614949060359764
11100,0.6622823147302999,0.00108216064498415,0.00022407400683732703,612,0.000402213507593431,0.00040221350759343094
11200,0.7884430235605464,0.001290414113847048,0.00033554292167536914,611,0.0023074481060892196,0.0023074481060892196
11300,0.7070248567134101,0.001157160158287087,0.0002640291058924049,611,0.0020084288810239847,0.0020084288810239847
11400,0.8665367903173369,0.0014159097881002237,0.00035308618680574,612,0.0004973385610009906,0.0004973385610009906
11500,0.8057958886980341,0.0013188148751195321,0.00025127644767053425,611,0.00973885400244515,0.00973885400244515
11600,0.8549547722023689,0.0013992713129335006,0.00037690153112635016,611,0.005938920060612489,0.005938920060612489
11700,1.0112124106941476,0.0016523078606113524,0.00039494395605288446,612,0.0004998686402881834,0.0004998686402881834
11800,1.0243143110738337,0.0016737161945650878,0.00046890127123333514,612,0.0008156155454738456,0.0008156155454738456
11900,0.9745934790187789,0.001595079343729589,0.00030663932557217777,611,0.006199829864762133,0.006199829864762133
12000,1.0201434952874813,0.0016669011360906556,0.00042451824992895126,612,0.0007694779783619433,0.0007694779783619433
12100,1.0306712269166853,0.0016841033119553682,0.0004315933911129832,612,0.0008360477652911888,0.0008360477652911888
12200,1.042543477659322,0.0017062904708008545,0.0003542801132425666,611,0.0035602318813259316,0.003560231881325931
12300,0.9211229385312976,0.0015075661841756098,0.0003596610331442207,611,0.0035722432402105824,0.0035722432402105824
12400,0.929051941702248,0.001518058728271647,0.00032007133995648474,612,0.000481740130248015,0.000481740130248015
12500,0.8890086390269083,0.0014526284951420071,0.0003584339137887582,612,0.0006670089612695163,0.0006670089612695163
12600,0.528554862389047,0.0008636517359298155,0.0001570140666444786,612,0.00031260462031329055,0.00031260462031329055
12700,0.7957273318404106,0.0013023360586586097,0.0003030648222193122,611,0.001966600832838712,0.001966600832838712
12800,0.9029321942374637,0.001475379402348797,0.0003863893507514149,612,0.0006426692678563561,0.0006426692678563561
12900,0.8136661900310855,0.001329519918351447,0.00029297904984559864,612,0.0004374847330513829,0.0004374847330513829
13000,0.6953137474267663,0.0011379930399783409,0.00019457934831734747,611,0.0028224073260774826,0.0028224073260774826
13100,0.9102499251336553,0.0014897707448995995,0.0002657045843079686,611,0.0054037352106076075,0.0054037352106076075
13200,0.9319460621168849,0.0015252799707313992,0.00027096489793621004,611,0.004714017977543637,0.004714017977543637
13300,0.8428607800903478,0.001379477545156052,0.0003378427354618907,611,0.001904648362823662,0.001904648362823662
13400,1.0470001931854327,0.0017135846042314773,0.0004608746967278421,611,0.0016292869774579611,0.0016292869774579611
13500,0.8027485069984195,0.0013116805669908815,0.00027083460008725524,612,0.0005953004554995994,0.0005953004554995994
13600,1.068544439556021,0.0017488452365892325,0.0004610421310644597,611,0.007831111722431824,0.007831111722431824
13700,0.4569226352010176,0.0007478275535204871,9.398532711202279e-05,611,0.0019941975892634168,0.0019941975892634168
13800,0.9117490117381045,0.0014897859668923277,0.0003444306639721617,612,0.00047758448560979725,0.00047758448560979725
13900,0.9072015992085269,0.001484781668099062,0.00034592646989040077,611,0.007103083428317529,0.007103083428317529
14000,0.6869026995827454,0.00112239003199795,0.0002461669937474653,612,0.0004713700972600767,0.0004713700972600767
14100,0.8412893804883925,0.0013746558504712297,0.00032650420325808227,612,0.00046982067144006937,0.00046982067144006937
14200,0.7841671034426341,0.0012834158812481736,0.0002233514387626201,611,0.00373493553061553,0.00373493553061553
14300,0.958401290617271,0.0015660151807471749,0.000400946315494366,612,0.0008565194534046459,0.0008565194534046459
14400,0.9151310786995097,0.0014977595396063988,0.00028979225317016244,611,0.011354617190915357,0.011354617190915357
14500,0.7274371076587727,0.001190568097641199,0.00019442016491666436,611,0.0036577226796391466,0.0036577226796391466
14600,0.8503394664123256,0.0013894435725691596,0.0003554178838385269,612,0.0005371057358013787,0.0005371057358013787
14700,0.9052261843153246,0.0014791277521492233,0.00036136632843408734,612,0.0006421103317587149,0.0006421103317587149
14800,0.627873046096795,0.0010276154600602208,0.00017620001744944602,611,0.0010083960061464262,0.0010083960061464262
14900,0.964513761177912,0.0015760028777416861,0.00040780870767775923,612,0.0006544990106527479,0.0006544990106527479
15000,0.7122788263412936,0.0011657591265814952,0.00013517888146452606,611,0.0019007027717758238,0.0019007027717758238
15100,1.0780917882282997,0.0017615878892619276,0.0005372114828787744,612,0.001047512691687667,0.001047512691687667
15200,0.8038488138334796,0.001313478453976274,0.00026294357667211443,612,0.0003813150115291915,0.0003813150115291915
15300,0.8182403316792346,0.0013391822122409732,0.00035729806404560804,611,0.003095116528588273,0.003095116528588273
15400,0.7014861555931979,0.0011480951810035973,0.00023926385620143265,611,0.0009480369572611502,0.0009480369572611502
15500,0.9600145178125672,0.0015712185234248235,0.00041129617602564394,611,0.004972178461745239,0.004972178461745239
15600,0.8650067872205547,0.0014134097830401221,0.00027381000109016895,612,0.0006540389045015549,0.0006540389045015549
15700,0.8456593131134085,0.0013817962632572034,0.00037451402749866247,612,0.0006017676058265607,0.0006017676058265606
15800,0.6874136317598882,0.0011250632271029267,0.00023243769828695804,611,0.005217189216516205,0.005217189216516205
15900,1.0267435305924266,0.0016804313102985705,0.0004990014713257551,611,0.004086361869517432,0.004086361869517432
16000,1.1229707427721145,0.0018349195143335204,0.00046860426664352417,612,0.0007214860913535023,0.0007214860913535023
16100,0.6976389441155817,0.0011417985992071714,0.0001864236983237788,611,0.003383556421973236,0.003383556421973236
16200,0.8709146207111624,0.0014230631057371935,0.0002761974756140262,612,0.0006496322634969674,0.0006496322634969674
16300,0.8639852300506057,0.0014140511130124479,0.00030221688211895525,611,0.003996328786629952,0.003996328786629952
16400,1.002971182261998,0.001638841801081696,0.0004443304060259834,612,0.0006006192838651589,0.0006006192838651589
16500,1.0213625678493585,0.0016716244972984592,0.00047237920807674527,611,0.007798136194824494,0.007798136194824494
16600,0.9819501845289338,0.0016044937655701533,0.0004163398698437959,612,0.0007587162284839779,0.0007587162284839779
16700,0.9097550214438712,0.0014889607552272851,0.0003080846508964896,611,0.012322326632948981,0.012322326632948981
16800,0.6720390047569005,0.0010999001714515557,0.00017299011233262718,611,0.005341805686380666,0.005341805686380666
16900,0.733100563966012,0.0011998372569001832,0.0002613969554658979,611,0.0035470968244924847,0.0035470968244924847
17000,0.680059563863151,0.0011112084376848873,0.0002503465802874416,612,0.0004449949302680886,0.0004449949302680886
17100,0.8591776341863611,0.0014038850231803284,0.00033471157075837255,612,0.0006898881605633472,0.0006898881605633472
17200,0.9461115366213484,0.0015459338833682162,0.0003682836249936372,612,0.0005611619241189071,0.0005611619241189071
17300,0.8432855375381969,0.0013779175449970538,0.0003184124216204509,612,0.0004508267942667206,0.0004508267942667206
17400,0.7692823967916205,0.0012590546592334214,0.0002908515161834657,611,0.0030981625618278137,0.0030981625618278137
17500,0.7660626325478752,0.0012537849959867024,0.0003086631477344781,611,0.002965223476174954,0.002965223476174954
17600,0.9004784530622842,0.0014737781555847532,0.00032013116287998855,611,0.009673333372205098,0.009673333372205098
17700,0.7887932589283082,0.0012909873304882294,0.0001718674466246739,611,0.010491601420261143,0.010491601420261143
17800,1.0056767993597475,0.0016459522084447586,0.0002952057693619281,611,0.006829644153976503,0.006829644153976503
17900,0.7887262832816972,0.001290877714045331,0.00025180692318826914,611,0.007955809116015558,0.007955809116015558
18000,0.7093143347937216,0.0011590103509701334,0.000294004290481098,612,0.00038617646071719585,0.00038617646071719585
18100,0.9083901992095065,0.0014867270036162136,0.00028433476109057665,611,0.008401151327162456,0.008401151327162456
18200,0.7967990196341734,0.00130195918240878,0.00030027172761037946,612,0.0004183036591273653,0.0004183036591273653
18300,0.9384035456324682,0.0015333391268504382,0.00035012389707844704,612,0.0004516812621087114,0.0004516812621087114
18400,0.779268252649203,0.001275398122175455,0.0003168732509948313,611,0.007118324629787408,0.007118324629787408
